page	grid_row	col	col_idx	state	som	hadid02	gt
4	29	Property_recorded_under_Parcel_No	3	MISMATCH	٦٠	١	٦٠
4	29	Parcel_Cat_No	4	MISMATCH	١٢	–	١٣
4	29	Parcel_Area	5	MISMATCH	٦,٤٦٢	١	٦،٢٦٣
4	29	Nature_of_Entry	6	MISMATCH	""""	"✓"""	""""
4	29	Reference_to_Register_of_Changes_Serial_No	9	MISMATCH	٥٦	٠٥٦	٠٥٦
4	29	Tax_LP	10	ONLY_som	✓		✓
4	30	Serial_No	0	MISMATCH	٦٣	٤	٦٣
4	30	Property_recorded_under_Parcel_No	3	MISMATCH	٧٤	١٤٠	١٤٠
4	30	Parcel_Cat_No	4	MISMATCH	١٢	١٦	١٣
4	30	Parcel_Area	5	MISMATCH	٢,٣٥٦	٢،٣٦	٢،٣٥٦
4	30	Nature_of_Entry	6	MISMATCH	في	""""	""""
4	30	New_Serial_No	7	MISMATCH	٢٩٦	٢٦	٢٩٦
4	30	Reference_to_Register_of_Changes_Volume_No	8	MISMATCH	T.D.L.	T.L	T.D.L. 1940
4	30	Reference_to_Register_of_Changes_Serial_No	9	MISMATCH	1940.	١٠٨	
4	30	Tax_LP	10	ONLY_hadid02		٩٦	
4	30	Total_Tax_LP	12	ONLY_hadid02		x	x
4	31	Serial_No	0	MISMATCH	٦٤	١٦٢	٦٤
4	31	Property_recorded_under_Parcel_No	3	MISMATCH	١٥٤	٠	١٥٢
4	31	Parcel_Cat_No	4	MISMATCH	١٢	١٣	١٣
4	31	Parcel_Area	5	MISMATCH	٢,٧٤١	٣،١٧١	٣.٧٤١
4	31	Reference_to_Register_of_Changes_Serial_No	9	MISMATCH	٢٢	٠٣٢	٠٣٢
4	31	Tax_LP	10	ONLY_som	✓		✓
4	31	Tax_Mils	11	MISMATCH	٠٢٠	٠٣٠	٠٣٠
4	32	Serial_No	0	MISMATCH	٦٥	٦	٦٥
4	32	Property_recorded_under_Block_No	2	MISMATCH	""""	٥	""""
4	32	Parcel_Cat_No	4	MISMATCH	١٢	١٦	١٣
4	32	Parcel_Area	5	MISMATCH	٢,٦٢٠	٣,،٣٥	٣.٨٣٥
4	32	Nature_of_Entry	6	MISMATCH	في	""""	""""
4	32	Reference_to_Register_of_Changes_Serial_No	9	MISMATCH	٢٢	٠٣٢	٠٣٢
4	32	Tax_Mils	11	MISMATCH	٠٢١	٠٣١	٠٣١
4	33	Serial_No	0	MISMATCH	٦٦	ن	٦٦
4	33	Parcel_Cat_No	4	MISMATCH	١٢	١٣	١٣
4	33	Reference_to_Register_of_Changes_Serial_No	9	MISMATCH	٢٤	٠٢٤	٠٢٤
4	34	Serial_No	0	MISMATCH	٦٧	١	٦٧
4	34	Date	1	MISMATCH	""""	١	""""
4	34	Parcel_Cat_No	4	MISMATCH	١٢	١	١٣
4	34	Parcel_Area	5	MISMATCH	٥,١٠٧	٣،١٢٧	٣،١٢٧
4	34	Nature_of_Entry	6	MISMATCH	في	""""	""""
4	34	Reference_to_Register_of_Changes_Serial_No	9	MISMATCH	٢٢	٠٣٢	٠٣٢
4	34	Tax_Mils	11	MISMATCH	٠٤٥	٠٢٥	٠٢٥
4	34	Total_Tax_LP	12	MISMATCH	٧	✓	٧
4	34	Total_Tax_Mils	13	MISMATCH	٢٥٤	٣٥٤	٣٥٤
5	0	Reference_to_Register_of_Changes_Volume_No	8	ONLY_som	۲		٣
5	0	Reference_to_Register_of_Changes_Serial_No	9	MISMATCH	۷۷۹	٧٩	٧٧٩
5	0	Tax_LP	10	MISMATCH	✓	✓٧	✓٧
5	0	Tax_Mils	11	MISMATCH	۷۷۰۸	٧٠٨	٧٠٨
5	0	Total_Tax_LP	12	MISMATCH	۷	٥	٧
5	0	Total_Tax_Mils	13	MISMATCH	٢٥٤	""""	٣٥٤
5	1	Date	1	MISMATCH	٩٣٨	١٣٨	٩٣٨
5	1	Property_recorded_under_Parcel_No	3	MISMATCH	٢	٣	٣
5	1	Parcel_Cat_No	4	MISMATCH	١٢	١٣	١٣
5	1	Parcel_Area	5	MISMATCH	٠٨٢٠	,٨٢٠	,٨٢٠
5	1	Nature_of_Entry	6	MISMATCH	خ	تع	تع✓
5	1	Reference_to_Register_of_Changes_Serial_No	9	MISMATCH	- - ٨٧	ن	٠٠٨
5	1	Tax_LP	10	MISMATCH	✓	١٦	✓
5	1	Tax_Mils	11	MISMATCH	٠٠٧	٤	٠٠٧
5	1	Reference_to_Register_of_Exemptions_Amount_LP	15	ONLY_hadid02		.	-
5	1	Reference_to_Register_of_Exemptions_Amount_Mils	16	MISMATCH	- -	-.	-
5	1	Net_Assessment_LP	17	ONLY_hadid02		✓٣	٨
5	1	Net_Assessment_Mils	18	MISMATCH	٨٠٠٢	٠٠٢	٠٠٢
5	2	Parcel_Area	5	MISMATCH	٣٩١٥	١,١٢	١,٩١٢
5	2	Reference_to_Register_of_Changes_Serial_No	9	MISMATCH	- -	..	٠٠٠
5	2	Tax_LP	10	MISMATCH	✓	-	-
5	2	Tax_Mils	11	MISMATCH	- -	-	-
5	2	Total_Tax_LP	12	ONLY_som	✓		
5	3	Date	1	MISMATCH	؛	""""	""""
5	3	Property_recorded_under_Block_No	2	MISMATCH	""""	✓	""""
5	3	Property_recorded_under_Parcel_No	3	MISMATCH	٢٦	٣٦	٣٦
5	3	Parcel_Cat_No	4	MISMATCH	١٢	١٣	١٣
5	3	Parcel_Area	5	MISMATCH	٨٨٢	,٢٠	,٨٨٢
5	3	Nature_of_Entry	6	MISMATCH	""""	"✓"""	"✓"""
5	3	Reference_to_Register_of_Changes_Serial_No	9	MISMATCH	- - ٨	٠٠٨	٠٠٨
5	3	Tax_LP	10	ONLY_som	✓		
5	3	Tax_Mils	11	MISMATCH	٠٠٧	٠.	٠٠٧
5	4	Serial_No	0	MISMATCH	٧١	٣	٧١
5	4	Parcel_Area	5	MISMATCH	٢٠٥٨	٢,٠٥٨	٢,٠٥٨
5	4	Reference_to_Register_of_Changes_Serial_No	9	ONLY_som	- -		٠٠٠
5	4	Tax_LP	10	MISMATCH	✓	.	-
5	4	Tax_Mils	11	MISMATCH	- -	-.	-
5	5	Serial_No	0	MISMATCH	٧٢	٣٧٢	٧٢
5	5	Date	1	MISMATCH	؛	""""	""""
5	5	Parcel_Cat_No	4	MISMATCH	١٢	١٣	١٣
5	5	Parcel_Area	5	MISMATCH	٥,٢٢٧	٥,٢٧	٥,٣٢٧
5	5	Tax_LP	10	MISMATCH	✓	-.	-
5	5	Tax_Mils	11	MISMATCH	٠٤٢	٠٤٣	٠٤٣
5	6	Parcel_Area	5	MISMATCH	١٢٤٢٩	٤٢	١٢,٤٢٩
5	6	Reference_to_Register_of_Changes_Serial_No	9	ONLY_som	- -		٠٠٠
5	6	Tax_LP	10	MISMATCH	✓	.	-
5	6	Tax_Mils	11	MISMATCH	- -	-	-
5	7	Serial_No	0	MISMATCH	٧٤	١٧٤	٧٤
5	7	Date	1	MISMATCH	؛	""""	""""
5	7	Parcel_Cat_No	4	MISMATCH	١٢	١٣	١٣
5	7	Parcel_Area	5	MISMATCH	١١,٥١٧	١,١٧	١١,٥١٧
5	7	Nature_of_Entry	6	MISMATCH	""""	"✓"""	"✓"""
5	7	Tax_LP	10	MISMATCH	✓	-	-
5	8	Serial_No	0	MISMATCH	٧٥	x	٧٥
5	8	Parcel_Cat_No	4	MISMATCH	١٦	✓	١٦
5	8	Parcel_Area	5	MISMATCH	٤٦,٥٦٨	٤,٠٨	٤٦,٠٦٨
5	8	Reference_to_Register_of_Changes_Serial_No	9	ONLY_som	- -		٠٠٠
5	8	Tax_LP	10	MISMATCH	✓	-	-
5	8	Tax_Mils	11	MISMATCH	- -	-	-
5	9	Serial_No	0	MISMATCH	٧٦	٣	٧٦
5	9	Date	1	MISMATCH	؛	""""	""""
5	9	Parcel_Cat_No	4	MISMATCH	١٢	١٣	١٣
5	9	Parcel_Area	5	MISMATCH	٠٠٠٢	,٠٣	,٠٠٣
5	9	Nature_of_Entry	6	MISMATCH	؛	✓..	"✓"""
5	9	Reference_to_Register_of_Changes_Serial_No	9	MISMATCH	- - ٨	٠٠٨	٠٠٨
5	9	Tax_LP	10	MISMATCH	✓	✓-	-
5	9	Tax_Mils	11	MISMATCH	- -	-	-
5	10	Serial_No	0	MISMATCH	٧٧	١٧	٧٧
5	10	Date	1	MISMATCH	؛	""""	""""
5	10	Property_recorded_under_Parcel_No	3	MISMATCH	٨١	٣	٨١
5	10	Parcel_Cat_No	4	MISMATCH	١٢	١٣	١٣
5	10	Parcel_Area	5	MISMATCH	٢,٠٨٢	١,٠٢	٣,٠٨٢
5	10	New_Serial_No	7	MISMATCH	١١٠	١	110
5	10	Reference_to_Register_of_Changes_Volume_No	8	MISMATCH	✓	١	✓
5	10	Reference_to_Register_of_Changes_Serial_No	9	MISMATCH	٠٦٢	٠٣٢	٠٣٢
5	10	Tax_LP	10	ONLY_som	✓		✓
5	10	Tax_Mils	11	MISMATCH	٠٢٥	١	٠٢٥
5	10	Reference_to_Register_of_Exemptions_Amount_Mils	16	ONLY_hadid02		""""	
5	11	Serial_No	0	MISMATCH	٧٨	٤	٧٨
5	11	Date	1	MISMATCH	؛	""""	""""
5	11	Property_recorded_under_Parcel_No	3	MISMATCH	٣٦	٣	٣٦
5	11	Parcel_Area	5	MISMATCH	٠٠٧٠	,٠٠	,٠٧٠
5	11	Nature_of_Entry	6	MISMATCH	""""	"✓"""	"✓"""
5	11	Reference_to_Register_of_Changes_Serial_No	9	MISMATCH	٤٢٦	١	٠١١
5	11	Tax_LP	10	ONLY_som	✓		✓
5	11	Tax_Mils	11	MISMATCH	٠١١	٠٤	٠١١
5	12	Serial_No	0	MISMATCH	٧٩	,٧٩	٧٩
5	12	Date	1	MISMATCH	؛	""""	""""
5	12	Parcel_Area	5	MISMATCH	٠٢٥٠	,٢٥٠	,٢٥٠
5	12	Nature_of_Entry	6	MISMATCH	""""	✓	"✓"""
5	12	Reference_to_Register_of_Changes_Serial_No	9	MISMATCH	٤٢٧	٤	٠٤٠
5	12	Tax_LP	10	ONLY_som	✓		✓
5	13	Serial_No	0	MISMATCH	٨٠	١	٨٠
5	13	Date	1	MISMATCH	؛	""""	""""
5	13	Property_recorded_under_Block_No	2	MISMATCH	""""	.	""""
5	13	Property_recorded_under_Parcel_No	3	MISMATCH	٧٠	٣	٧٠
5	13	Parcel_Area	5	MISMATCH	٠٢٠٠	,٢٠	,٢٠٠
5	13	Nature_of_Entry	6	MISMATCH	""""	"""."	"✓"""
5	13	Reference_to_Register_of_Changes_Serial_No	9	MISMATCH	٤٢٢	١٦٠	٠٣٢
5	13	Tax_LP	10	ONLY_som	✓		✓
5	13	Tax_Mils	11	MISMATCH	٠٣٢	منس	٠٣٢
5	14	Serial_No	0	MISMATCH	٨١	٥	٨١
5	14	Property_recorded_under_Block_No	2	MISMATCH	""""	..	""""
5	14	Parcel_Cat_No	4	MISMATCH	٤	٤٠	٤
5	14	Parcel_Area	5	MISMATCH	٠١٧٥	٧	,١٧٥
5	14	Nature_of_Entry	6	MISMATCH	؛	"✓"""	"✓"""
5	14	Reference_to_Register_of_Changes_Serial_No	9	MISMATCH	٤٢٨	١	٠٢٨
5	14	Tax_LP	10	ONLY_som	✓		✓
5	15	Serial_No	0	MISMATCH	٨٢	✓	٨٢
5	15	Date	1	MISMATCH	؛	""""	""""
5	15	Property_recorded_under_Block_No	2	MISMATCH	٤١٢٩	٤١٣٩	٤١٣٩
5	15	Parcel_Cat_No	4	MISMATCH	١٢	١٣	١٣
5	15	Nature_of_Entry	6	MISMATCH	""""	✓	"✓"""
5	15	Reference_to_Register_of_Changes_Serial_No	9	MISMATCH	٠١٦	٠٦٠	١٦
5	15	Tax_LP	10	ONLY_som	✓		✓
5	16	Serial_No	0	MISMATCH	٨٣	✓٧	٨٣
5	16	Parcel_Area	5	MISMATCH	١,٦١٢	٠	١,٦١٢
5	16	Reference_to_Register_of_Changes_Volume_No	8	ONLY_som	✓		
5	16	Reference_to_Register_of_Changes_Serial_No	9	MISMATCH	- -	.٠.	٠٠٠
5	16	Tax_LP	10	MISMATCH	✓	-	-
5	16	Tax_Mils	11	MISMATCH	- -	-	-
5	16	Total_Tax_LP	12	ONLY_hadid02		٨	٨
5	16	Total_Tax_Mils	13	MISMATCH	٨٠٠٢	٠٠٢	٠٠٢
5	17	Tax_LP	10	ONLY_hadid02		✓	٨
5	17	Tax_Mils	11	MISMATCH	٨٠٠٢	٠٠٢	٠٠٢
5	18	Date	1	MISMATCH	٩٣٩	-	٩٣٩
5	18	Total_Tax_LP	12	ONLY_hadid02		-	٨
5	18	Total_Tax_Mils	13	MISMATCH	٨٠٠٢	٠٠٢	٠٠٢
5	18	Net_Assessment_LP	17	ONLY_hadid02		٨	٨
5	18	Net_Assessment_Mils	18	MISMATCH	٨٠٠٢	.٠	٠٠٢
5	19	Date	1	MISMATCH	٩٤٠	من تسل	٩٤٠
5	19	Nature_of_Entry	6	ONLY_hadid02		ان	١٠٧
5	19	Net_Assessment_LP	17	ONLY_hadid02		١	٧
5	19	Net_Assessment_Mils	18	MISMATCH	٧٩٦٤	١	٩٦٤
5	20	Date	1	MISMATCH	؛	""""	""""
5	20	Property_recorded_under_Block_No	2	MISMATCH	٤١٣٢	٤١٣	٤١٣٣
5	20	Parcel_Area	5	MISMATCH	١٢,٢٧١	١,٧٨٠	١٢,٣٧١
5	20	Nature_of_Entry	6	MISMATCH	تنزيل ١٩٤٥	من تسل ٧٤	من تسلسل ٧٤
5	20	New_Serial_No	7	MISMATCH	T.D.L. 940	١	T.D.L. 1940
5	20	Reference_to_Register_of_Changes_Volume_No	8	MISMATCH	٢٢٦	١٦	
5	20	Reference_to_Register_of_Changes_Serial_No	9	MISMATCH	✓	٢٣٤٠	٢٣٤
5	20	Tax_LP	10	ONLY_hadid02		✓	✓
5	20	Total_Tax_LP	12	MISMATCH	٣	..	x
5	21	Serial_No	0	MISMATCH	٨٥	١	٨٥
5	21	Date	1	MISMATCH	٢٢	""""	""""
5	21	Property_recorded_under_Parcel_No	3	MISMATCH	٧٦	٢	٣٦
5	21	Parcel_Cat_No	4	MISMATCH	١٢	١٣	١٣
5	21	Parcel_Area	5	MISMATCH	١٦٠٠,١٦٧	,٠	٠,٥٦٠
5	21	Nature_of_Entry	6	ONLY_som	تنزيل ١٩٤٥		من تسلسل ١٦٧
5	21	New_Serial_No	7	MISMATCH	T.D.L. 940	ا49	T.D.L. 1940
5	21	Reference_to_Register_of_Changes_Volume_No	8	MISMATCH	- - ٨	T.D.L	
5	21	Reference_to_Register_of_Changes_Serial_No	9	MISMATCH	✓	٠٠٨	٠٠٨
5	21	Tax_LP	10	ONLY_hadid02		✓	✓
5	21	Total_Tax_LP	12	MISMATCH	٣	..	x
5	22	Serial_No	0	MISMATCH	٨٦	٥	٨٦
5	22	Date	1	MISMATCH	؛	""""	""""
5	22	Property_recorded_under_Parcel_No	3	MISMATCH	٦٠	..	٦٠
5	22	Parcel_Cat_No	4	MISMATCH	١٢	١٣	١٣
5	22	Parcel_Area	5	MISMATCH	٠٠٠٧	,٠٠٧	,٠٠٧
5	22	Nature_of_Entry	6	MISMATCH	تنزيل ١٩٤٥	من تسل	من تسلسل ١٩٤
5	22	New_Serial_No	7	MISMATCH	T.D.L. 940	T.D.L	T.D.L. 1940
5	22	Reference_to_Register_of_Changes_Volume_No	8	MISMATCH	- - ٨	١	
5	22	Reference_to_Register_of_Changes_Serial_No	9	MISMATCH	✓	٠٠٨	٠٠٨
5	22	Tax_LP	10	ONLY_hadid02		✓	✓
5	22	Tax_Mils	11	MISMATCH	- -	--	--
5	22	Total_Tax_LP	12	MISMATCH	٣	.٠	x
5	23	Serial_No	0	MISMATCH	٨٧	١٧	٨٧
5	23	Date	1	MISMATCH	؛	""""	""""
5	23	Property_recorded_under_Block_No	2	MISMATCH	٤١٥٠	٤١٠	٤١٥٠
5	23	Parcel_Cat_No	4	MISMATCH	١٢	١٣	١٣
5	23	Parcel_Area	5	MISMATCH	٢,٥٩٥	٢,٥	٢,٥٩٥
5	23	Nature_of_Entry	6	MISMATCH	تنزيل ١٩٤٥	من تسل ٩	من تسلسل ١٩٤
5	23	New_Serial_No	7	MISMATCH	T.D.L. 940	T.D.L	T.D.L. 1940
5	23	Reference_to_Register_of_Changes_Volume_No	8	MISMATCH	٢٦	T.D.L٨٥	
5	23	Reference_to_Register_of_Changes_Serial_No	9	MISMATCH	✓	٤	٠٢٤
5	23	Tax_LP	10	ONLY_hadid02		✓	✓
5	23	Total_Tax_LP	12	MISMATCH	٣	١٣	x
5	23	Reference_to_Register_of_Exemptions_Entry_No	14	ONLY_hadid02		""""	
5	24	Serial_No	0	MISMATCH	٨٨	٤	٨٨
5	24	Date	1	MISMATCH	؛	""""	""""
5	24	Property_recorded_under_Parcel_No	3	MISMATCH	٦٧	١٧٠	١٧٠
5	24	Parcel_Cat_No	4	MISMATCH	١٢	١٣	١٣
5	24	Parcel_Area	5	MISMATCH	٢,٧٧١	✓	٢,٧٧١
5	24	Nature_of_Entry	6	MISMATCH	تنزيل ١٩٤٥	٤	من تسلسل ١٩٤
5	24	New_Serial_No	7	MISMATCH	T.D.L. 940	١	T.D.L. 1940
5	24	Reference_to_Register_of_Changes_Volume_No	8	MISMATCH	٢٦	T.D.L	
5	24	Reference_to_Register_of_Changes_Serial_No	9	MISMATCH	✓	٠٢٤	٠٢٤
5	24	Tax_LP	10	ONLY_hadid02		✓	✓
5	24	Total_Tax_LP	12	MISMATCH	٣	✓	x
5	25	Serial_No	0	MISMATCH	٨٩	٧	٨٩
5	25	Date	1	MISMATCH	؛	""""	""""
5	25	Property_recorded_under_Block_No	2	MISMATCH	""""	١	""""
5	25	Property_recorded_under_Parcel_No	3	MISMATCH	١٨٦	٠	١٨٦
5	25	Parcel_Cat_No	4	MISMATCH	١٢	٩٠	١٣
5	25	Parcel_Area	5	MISMATCH	١,٥٨٠	١,٨	١,٥٨٠
5	25	Nature_of_Entry	6	MISMATCH	تنزيل ١٩٤٥	من تسل ٩٤	من تسلسل ١٤١
5	25	New_Serial_No	7	MISMATCH	T.D.L. 940	T.L	T.D.L. 1940
5	25	Reference_to_Register_of_Changes_Volume_No	8	MISMATCH	١٦	T.D.L	
5	25	Reference_to_Register_of_Changes_Serial_No	9	MISMATCH	✓	٠١٦	٠١٦
5	25	Tax_LP	10	ONLY_hadid02		✓	✓
5	25	Total_Tax_LP	12	MISMATCH	٣	x	x
5	26	Serial_No	0	MISMATCH	٩٠	٤	٩٠
5	26	Date	1	MISMATCH	؛	""""	""""
5	26	Property_recorded_under_Parcel_No	3	MISMATCH	٢٥	١	٢٥
5	26	Parcel_Cat_No	4	MISMATCH	١٢	-	١٣
5	26	Parcel_Area	5	MISMATCH	٢,١٥٢	٤,٥٣	٤,١٥٣
5	26	Nature_of_Entry	6	MISMATCH	تنزيل ١٩٤٥	من تسل ١٩٤	
5	26	New_Serial_No	7	MISMATCH	T.D.L. 940	T.D.L	T.D.L. 1940
5	26	Reference_to_Register_of_Changes_Volume_No	8	MISMATCH	٤٠	T.D.L	
5	26	Reference_to_Register_of_Changes_Serial_No	9	MISMATCH	✓	٠٤٠	٠٤٠
5	26	Tax_LP	10	ONLY_hadid02		✓	✓
5	26	Tax_Mils	11	MISMATCH	٠١٧	٠٣	٠٣٣
5	26	Total_Tax_LP	12	MISMATCH	٣	x٧	x٧
5	26	Total_Tax_Mils	13	MISMATCH	٧٩٦٤	٩٤	٩٦٤
5	27	Reference_to_Register_of_Changes_Volume_No	8	MISMATCH	٤١٩	٤	٤
5	27	Reference_to_Register_of_Changes_Serial_No	9	MISMATCH	٨٩٧	٩	٩٨٩
5	27	Tax_LP	10	ONLY_hadid02		✓	✓
5	27	Reference_to_Register_of_Exemptions_Amount_LP	15	ONLY_hadid02		–	
5	27	Net_Assessment_Mils	18	MISMATCH	٩٦٤	٩٦	٩٦٤
5	28	Date	1	MISMATCH	٩٣/٤٤	٤٣/٤٢	٤٣/٤٢
5	28	Property_recorded_under_Parcel_No	3	MISMATCH	٢	٣٠	٣٠
5	28	Parcel_Area	5	MISMATCH	٢٦٢٧٠	٢٦,٣٧٠	٢٦,٣٧٠
5	28	New_Serial_No	7	MISMATCH	٣٣٧	37	337
5	28	Reference_to_Register_of_Changes_Serial_No	9	MISMATCH	٢٥	٣٥	٣٥
5	28	Tax_LP	10	ONLY_som	✓		✓
5	28	Net_Assessment_LP	17	ONLY_hadid02		٤	٤
5	28	Net_Assessment_Mils	18	MISMATCH	٤٤٦	٤٠	٤٦٠
5	29	Date	1	MISMATCH	؛	""""	""""
5	29	Property_recorded_under_Parcel_No	3	MISMATCH	٢٢	٤	٣٢
5	29	Parcel_Area	5	MISMATCH	١٥,٩٧٨	١	١٥٩,٧٧٨
5	29	Nature_of_Entry	6	MISMATCH	؛	✓	""""
5	29	New_Serial_No	7	MISMATCH	٣٣٩	39	339
5	29	Tax_LP	10	ONLY_hadid02		٢	٢
5	29	Tax_Mils	11	MISMATCH	٢٨٧	٨٧٦	٨٧٦
5	29	Total_Tax_Mils	13	MISMATCH	٧٧٣	٧٢	٧٧٢
5	30	Serial_No	0	ONLY_som	٩٣		٩٣
5	30	Date	1	MISMATCH	،	٢	""""
5	30	Property_recorded_under_Block_No	2	MISMATCH	٤١٣٦	١	٤١٤٦
5	30	Property_recorded_under_Parcel_No	3	MISMATCH	٢	٣	٣
5	30	Parcel_Area	5	MISMATCH	٣,٢٢٥	١٠,٢٥	١٠,٢٢٥
5	30	Nature_of_Entry	6	MISMATCH	؛	""""	""""
5	30	New_Serial_No	7	MISMATCH	٣٤٠	340	340
5	31	Date	1	MISMATCH	؛	""""	""""
5	31	Parcel_Area	5	MISMATCH	٠٠٥٩٢٠	٢,٩٣٥	٢,٩٣٥
5	31	Nature_of_Entry	6	MISMATCH	؛	""""	""""
5	31	New_Serial_No	7	MISMATCH	؛	""""	""""
5	31	Total_Tax_LP	12	MISMATCH	١	٤	٤
5	32	Date	1	MISMATCH	؛	""""	""""
5	32	Property_recorded_under_Block_No	2	MISMATCH	؛	""""	""""
5	32	Property_recorded_under_Parcel_No	3	MISMATCH	٤٧	٤	٤٧
5	32	Parcel_Cat_No	4	MISMATCH	؛	""""	""""
5	32	Nature_of_Entry	6	MISMATCH	؛	""""	""""
5	32	New_Serial_No	7	MISMATCH	؛	""""	""""
5	32	Reference_to_Register_of_Changes_Volume_No	8	MISMATCH	؛	""""	""""
5	32	Reference_to_Register_of_Changes_Serial_No	9	MISMATCH	؛	""""	""""
5	32	Tax_LP	10	ONLY_hadid02		١	
5	33	Date	1	MISMATCH	؛	""""	""""
5	33	Property_recorded_under_Block_No	2	MISMATCH	؛	""""	""""
5	33	Parcel_Cat_No	4	MISMATCH	؛	""""	
5	33	Parcel_Area	5	MISMATCH	٠٠٩,٦٤٨	٩٦٤٣	٩,٦٤٣
5	33	Nature_of_Entry	6	MISMATCH	؛	""""	""""
5	33	New_Serial_No	7	MISMATCH	؛	""""	""""
5	33	Reference_to_Register_of_Changes_Volume_No	8	MISMATCH	؛	-	""""
5	33	Total_Tax_LP	12	MISMATCH	٤	""""	٤
5	33	Total_Tax_Mils	13	MISMATCH	١٤٤	١٤	١٤٤
5	34	Serial_No	0	ONLY_hadid02		٧	
5	34	Date	1	MISMATCH	٩٤٢/٩٤٣	٩٤ ٩٤٣	٤٢/٩٤٢
5	34	Property_recorded_under_Block_No	2	ONLY_hadid02		١	
5	34	Property_recorded_under_Parcel_No	3	ONLY_hadid02		"""."	
5	34	Parcel_Cat_No	4	ONLY_hadid02		١	""""
5	34	Parcel_Area	5	ONLY_hadid02		٣	
5	34	Nature_of_Entry	6	ONLY_hadid02		""""	
5	34	New_Serial_No	7	ONLY_hadid02		١	
5	34	Reference_to_Register_of_Changes_Serial_No	9	ONLY_hadid02		""""	
5	34	Tax_Mils	11	ONLY_hadid02		""""	
5	34	Total_Tax_LP	12	MISMATCH	٦	–	٤
5	34	Total_Tax_Mils	13	MISMATCH	٩٨٩	٤٦٠	٤٦٠
6	0	Serial_No	0	MISMATCH	٩٧	٧	٩٧
6	0	Date	1	ONLY_som	٩٢٢/٩٢٤		٩٤٣/٩٤٤
6	0	Property_recorded_under_Block_No	2	ONLY_som	٤١٤٩		٤١٣٩
6	0	Property_recorded_under_Parcel_No	3	ONLY_som	٢٨		٣٨
6	0	Parcel_Cat_No	4	ONLY_som	١٢		١٣
6	0	Parcel_Area	5	ONLY_som	٢,١٨٩		٢,٨٨٩
6	0	Nature_of_Entry	6	ONLY_som	بيع		بيع
6	0	New_Serial_No	7	MISMATCH	٢٥	١٣٥	٣٥٣
6	0	Reference_to_Register_of_Changes_Volume_No	8	ONLY_som	١		١
6	0	Reference_to_Register_of_Changes_Serial_No	9	ONLY_som	٢١		٣١
6	0	Tax_LP	10	MISMATCH	✓	١	✓
6	0	Tax_Mils	11	ONLY_som	٠٢٤		٠
6	0	Total_Tax_LP	12	MISMATCH	٨	٤٢	٨
6	0	Total_Tax_Mils	13	MISMATCH	٨٧٢	٣٤٠	٨٧٢
6	0	Net_Assessment_Mils	18	MISMATCH	٨٧٢	٩،٩٢	٨٧٢
6	1	Serial_No	0	ONLY_som	٩٨		٩٨
6	1	Parcel_Cat_No	4	ONLY_som	١٦		١٢
6	1	Parcel_Area	5	ONLY_som	٤,٣١٤		٤,٣٣٤
6	2	Serial_No	0	ONLY_som	٩٩		٩٩
6	2	Property_recorded_under_Block_No	2	ONLY_som	٤١٤١		٤١٣٨
6	2	Property_recorded_under_Parcel_No	3	ONLY_som	٥		٥
6	2	Parcel_Cat_No	4	ONLY_som	١٤		١٤
6	2	Parcel_Area	5	ONLY_som	١,١٧٤		١,١٧٤
6	2	Nature_of_Entry	6	ONLY_som	""""		""""
6	2	Reference_to_Register_of_Changes_Volume_No	8	ONLY_som	١		١
6	2	Reference_to_Register_of_Changes_Serial_No	9	ONLY_som	٥٩		٥٩
6	4	Serial_No	0	MISMATCH	١٠٠	١٠	١٠٠
6	4	Date	1	MISMATCH	٤٥/٤٤	✓	٤٤/٤٥
6	4	Property_recorded_under_Block_No	2	MISMATCH	٤١٤٤	٤١٤	٤١٣٤
6	4	Property_recorded_under_Parcel_No	3	MISMATCH	٢	٤٠	٢
6	4	Parcel_Area	5	MISMATCH	١١,٨٦٨	١,٩٨	١١,٨٦٨
6	4	New_Serial_No	7	ONLY_som	٢٧٢		٣٧٢
6	4	Reference_to_Register_of_Changes_Volume_No	8	ONLY_hadid02		٤٤	٦٢٤٤
6	4	Reference_to_Register_of_Changes_Serial_No	9	MISMATCH	٦٤٤٤/٦٤٤٥	٣	,٦٢٤٥عقد
6	4	Tax_LP	10	MISMATCH	✓	٧	✓_
6	4	Tax_Mils	11	MISMATCH	٢٣٢	٤١٣٤	٤٣٢
6	4	Total_Tax_LP	12	MISMATCH	٨	""""	✓٨
6	4	Total_Tax_Mils	13	MISMATCH	١٤٤	٤٠	٤٤٠
6	5	Serial_No	0	MISMATCH	١٠١	٨	١٠١
6	5	Date	1	MISMATCH	""""	١	
6	5	Property_recorded_under_Block_No	2	MISMATCH	٤١٤٤	١	٤١٣٤
6	5	Property_recorded_under_Parcel_No	3	MISMATCH	٢٤	٣٤	٣٤
6	5	Parcel_Area	5	MISMATCH	٨,٥٤٦	٨,٤٦	٨,٥٤٦
6	5	Nature_of_Entry	6	ONLY_som	""""		""""
6	5	New_Serial_No	7	MISMATCH	""""	..	""""
6	5	Reference_to_Register_of_Changes_Volume_No	8	ONLY_hadid02		_	٦٢٤٦
6	5	Reference_to_Register_of_Changes_Serial_No	9	MISMATCH	٦٤٤٦/٦٤٤٧	١	,٦٢٤٧
6	5	Tax_LP	10	MISMATCH	✓	✓.	✓_
